gram_key,brand name,description,corrected spelling,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list
crisp,,,,modifier,1,,,,,,,,,,,,
crispbread,,crispbread,crispbread crackers,f,1,grain,wheat,,highly processed,,,,['grain'],['wheat'],,['highly processed'],
crisped,,,,modifier,1,,,,,,,,,,,,
crispies,,,,modifier,1,,,,,,,,,,,,
crispix,crispix,cereal,,f,1,grain,cereal grain,,"highly processed, added sugar",,complete,4,['grain'],['cereal grain'],,"['highly processed', 'added sugar']",
crispy,,,,modifier,1,,,,,,,,,,,,
crockpot,,,,f,1,,,,,,vague,v,,,,,
croissant,,croissant,,f,1,"grain, dairy","wheat, butter",,added sugar,,complete,,"['grain', 'dairy']","['wheat', 'butter']",,['added sugar'],
croquette,,,,f,1,,,,,,,,,,,,
crostini,,italian appetizer consisting of slices of bread with toppings,,f,1,grain,wheat,,,,incomplete,3,['grain'],['wheat'],,,
crouton,,bread,,f,1,grain,wheat,,,,,,['grain'],['wheat'],,,
cruciferous,,,,modifier,1,,,,,,,,,,,,
crudite,,vegetables in a vinaigrette or dipping sauce,,f,1,vegetable,,,,,incomplete,3,['vegetable'],,,,
crumbed,,,,stopword,1,,,,,,,,,,,,
crumble,,crumble,crumble,f,1,dessert/sweet treat,"wheat, fruit",,"added sugar, saturated fat",,vague,,['dessert/sweet treat'],"['wheat', 'fruit']",,"['added sugar', 'saturated fat']",
crumbled,,,,modifier,1,,,,,,,,,,,,
crumpet,,crumpet,crumpet,f,1,grain,wheat,,"added sugar, saturated fat ",,complete,,['grain'],['wheat'],,"['added sugar', 'saturated fat ']",
crunchie,crunchie,chocolate bar,,f,1,dessert/sweet treat,chocolate,,"added sugar, highly processed",,complete,4,['dessert/sweet treat'],['chocolate'],,"['added sugar', 'highly processed']",
crunchy,,,,modifier,1,,,,,,,,,,,,
crush,crush,soda,,b,1,soda,,,"added sugar, caffeine-free",,complete,4,['soda'],,,"['added sugar', 'caffeine-free']",
cruskits,cruskits,biscuits,,f,1,grain,"wheat, rye",,,,complete,4,['grain'],"['wheat', 'rye']",,,
crusted,,,,modifier,1,,,,,,,,,,,,
crustless,,,,modifier,1,,,,,,,,,,,,
crusty,,,,modifier,1,,,,,,,,,,,,
crystal light,crystal light,enhanced water drink,,b,2,sports drink,,,artificial sweetener,,complete,4,['sports drink'],,,['artificial sweetener'],
crystal lite peach tea,,,,b,4,,,,,,,,,,,,
crystallized,,,,modifier,1,,,,,,,,,,,,
cuban,,,,modifier,1,,,,,,,,,,,,
cubano,,,,f,1,,,,,,,,,,,,
cube,,,,modifier,1,,,,,,,,,,,,
cubed,,,,modifier,1,,,,,,,,,,,,
cucumber,,cucumber,,f,1,vegetable,,,,,complete,,['vegetable'],,,,
cucumber salad,,cucumber salad,cucumber salad,f,2,fruit,berry,,,,complete,3,['fruit'],['berry'],,,
cucumerin,,,,f,1,,,,,,,,,,,,
culture,,,,stopword,1,,,,,,,,,,,,
cultured,,,,modifier,1,,,,,,,,,,,,
culvers,culver's,,,modifier,1,,,,,,,,,,,,
cumin,,cumin,cumin,f,1,other,spice,,,seasoning,complete,,['other'],['spice'],,,['seasoning']
cup,,,,modifier,1,,,,,,,,,,,,
cupcake,,cupcake,,f,1,dessert/sweet treat,baked good,,"added sugar, added salt, saturated fat, ",,complete,,['dessert/sweet treat'],['baked good'],,"['added sugar', 'added salt', 'saturated fat', '']",
curcuma,,curcuma,,f,1,other,plant,,,,complete,2,['other'],['plant'],,,
curd,,curd,curd,f,1,dairy,milk,,saturated fat,,incomplete,,['dairy'],['milk'],,['saturated fat'],
cured,,,,modifier,1,,,,,,,,,,,,
cured sheep,,sheep,,f,2,protein,red meat,lamb,,,incomplete,3,['protein'],['red meat'],['lamb'],,
curl,,,,modifier,1,,,,,,,,,,,,
currant,,small seedless raisin,,f,1,fruit,berry,,,,incomplete,1,['fruit'],['berry'],,,
curried,,,,modifier,1,,,,,,,,,,,,
curry,,curry - sauce or dish,,f,1,other,,,,,vague,,['other'],,,,
curry rice,,rice with curry,seasoning,f,2,"grain, dairy","rice, yogurt",,fermented,seasoning,vague,3,"['grain', 'dairy']","['rice', 'yogurt']",,['fermented'],['seasoning']
curry sauce,,,,f,2,other,sauce,,,sauce,,,['other'],['sauce'],,,['sauce']
custard,,custard,,f,1,dairy,,,,,vague,,['dairy'],,,,
cut,,,,stopword,1,,,,,,,,,,,,
cutie,,,,f,1,,,,,,,,,,,,
cuties,cuties,mandarins,mandarins,f,1,fruit,citrus,,,,complete,1,['fruit'],['citrus'],,,
cutlet,,,,f,1,,,,,,,,,,,,
cuttlefish,,cuttlefish,,f,1,protein,seafood,,,,complete,3,['protein'],['seafood'],,,
d,,,,stopword,1,,,,,,,,,,,,
dahl,,"indian cuisine, same as daal?",daal,f,1,protein,legume,lentil,,,,,['protein'],['legume'],['lentil'],,
daikon,,vege,,f,1,vegetable,root,,,,,,['vegetable'],['root'],,,
daily,,,,stopword,1,,,,,,,,,,,,
daily intake,,,,stopword,2,,,,,,,,,,,,
daim,daim,chocolate bar,,f,1,dessert/sweet treat,chocolate,,"added sugar, highly processed",,complete,4,['dessert/sweet treat'],['chocolate'],,"['added sugar', 'highly processed']",
daiquiri,,,,b,1,,,,,,,,,,,,
dairy,,dairy,,b,1,dairy,,,,,,,['dairy'],,,,
dairy free,,,,modifier,2,,,,,,,,,,,,
dairy queen,dairy queen,,,modifier,2,,,,,,,,,,,,
daiya,daiya,plant based foods,,modifier,1,,,,,,,,,,,,
dal,,lentils,,f,1,protein,legume,lentil,,,complete,,['protein'],['legume'],['lentil'],,
damson,,plum,,f,1,fruit,,,,,complete,1,['fruit'],,,,
dandelion,,,,f,1,vegetable,leafy,,,,vague,,['vegetable'],['leafy'],,,
dandelion root tea,,,,b,3,,,,,,,,,,,,
dandelion tea,,,,b,2,tea,herbal,,,,,,['tea'],['herbal'],,,
dandy blend,dandy blend,coffee alternative,,b,2,tea,herbal,,"caffeine-free, gluten-free",,incomplete,4,['tea'],['herbal'],,"['caffeine-free', 'gluten-free']",
danish,,sweet,,f,1,dessert/sweet treat,baked food,,"saturaed fat, added sugar",,,4,['dessert/sweet treat'],['baked food'],,"['saturaed fat', 'added sugar']",
darjeeling,,type of tea,,b,1,tea,black,,,,incomplete,1,['tea'],['black'],,,
dark,,,,modifier,1,,,,,,,,,,,,
dark chocolate,,dark chocolate,,f,2,dessert/sweet treat,chocolate,,"added sugar, saturated fat",,complete,4,['dessert/sweet treat'],['chocolate'],,"['added sugar', 'saturated fat']",
dark chocolate almond,,dark chocolate covered almonds,dark chocolate covered almonds,f,3,"dessert/sweet treat, nut","chocolate, almond",,"added sugars, unsaturated fat, saturated fat ",,complete,4,"['dessert/sweet treat', 'nut']","['chocolate', 'almond']",,"['added sugars', 'unsaturated fat', 'saturated fat ']",
dark chocolate chip,,,,f,3,dessert/sweet treat,chocolate,,,,,,['dessert/sweet treat'],['chocolate'],,,
dark chocolate peanut butter bar,,dark chocolate peanut butter bar,dark chocolate peanut butter bar,f,5,"dessert/sweet treat, nut","chocolate, peanut",,"added sugars, unsaturated fat, saturated fat ",bars,incomplete,4,"['dessert/sweet treat', 'nut']","['chocolate', 'peanut']",,"['added sugars', 'unsaturated fat', 'saturated fat ']",['bars']
dasani,dasani,water,,w,1,,,,,,,,,,,,
dash,,,,modifier,1,,,,,,,,,,,,
date,,date,,f,1,fruit,,,,,complete,,['fruit'],,,,
date syrup,,,,f,2,other,syrup,,,,,,['other'],['syrup'],,,
daves,daves,,,modifier,1,,,,,,,,,,,,
daves killer bread,,,,f,3,,,,,,,,,,,,
day,,,,stopword,1,,,,,,,,,,,,
de,,,,stopword,1,,,,,,,,,,,,
deca,,,decaf,modifier,1,,,,,,,,,,,,
decaffeinated,,,,modifier,1,,,,,,,,,,,,
deck,,,,stopword,1,,,,,,,,,,,,
deep,,,,modifier,1,,,,,,,,,,,,
deer,,deer,,f,1,protein,red meat,deer,,,complete,3,['protein'],['red meat'],['deer'],,
dehydrated,,,,modifier,1,,,,,,,,,,,,
delete,,,,stopword,1,,,,,,,,,,,,
deli,,,,modifier,1,,,,,,,,,,,,
delicata,,,,modifier,1,,,,,,,,,,,,
delicious,,,,stopword,1,,,,,,,,,,,,
deluxe,,,,modifier,1,,,,,,,,,,,,
demerara,,raw cane sugar,,f,1,other,sugar,,added sugar,,complete,2,['other'],['sugar'],,['added sugar'],
denver,,,,stopword,1,,,,,,,,,,,,
desayuno,,breakfast,"spanish for ""breakfast""",f,1,,,,,,vague,v,,,,,
desert,,dessert,dessert,f,1,dessert/sweet treat,,,added sugar,,,,['dessert/sweet treat'],,,['added sugar'],
desiccated,,,,modifier,1,,,,,,,,,,,,
desiring,,,,stopword,1,,,,,,,,,,,,
dessert,,,,f,1,,,,,,,,,,,,
detox,,,,modifier,1,,,,,,,,,,,,
detox tea,,,,b,2,tea,herbal,,,,,,['tea'],['herbal'],,,
deviled,,,,modifier,1,,,,,,,,,,,,
deviled egg,,deviled egg,,f,2,"protein, dairy","egg, mayo",,"saturated fat, unsaturated fat ",,incomplete,4,"['protein', 'dairy']","['egg', 'mayo']",,"['saturated fat', 'unsaturated fat ']",
dew,,,,f,1,,,,,,vague,,,,,,
dextrose,,sweetener,,f,1,other,artificial sweetener,,,,complete,4,['other'],['artificial sweetener'],,,
dhokla,,savory cake made with fermented batter of lentils and rice,,f,1,"grain, protein","rice, legume, baked good",bean,,,incomplete,3,"['grain', 'protein']","['rice', 'legume', 'baked good']",['bean'],,
diced,,,,modifier,1,,,,,,,,,,,,
diet,,,,modifier,1,,,,,,,,,,,,
diet coke,coke,diet soda,,b,2,soda,diet soda,,"caffeine, artificial sweetener",,complete,4,['soda'],['diet soda'],,"['caffeine', 'artificial sweetener']",
diet cola,,,,b,2,soda,diet soda,,"caffeine, artifical sweetener",,,,['soda'],['diet soda'],,"['caffeine', 'artifical sweetener']",
diet dr pepper,dr. pepper,diet soda,,b,3,soda,diet,,"caffeine, artificial sweetener",,complete,4,['soda'],['diet'],,"['caffeine', 'artificial sweetener']",
diet ginger ale,,,,b,3,soda,diet soda,,"caffeine, artifical sweetener",,,,['soda'],['diet soda'],,"['caffeine', 'artifical sweetener']",
diet green tea,,,,b,3,tea,green,,artificial sweetener,,,,['tea'],['green'],,['artificial sweetener'],
diet mountain dew,,,,b,3,soda,diet soda,,"caffeine, artifical sweetener",,,,['soda'],['diet soda'],,"['caffeine', 'artifical sweetener']",
diet pepsi,pepsi,diet soda,,b,2,soda,diet soda,,"caffeine, artificial sweetener",,complete,4,['soda'],['diet soda'],,"['caffeine', 'artificial sweetener']",
diet root beer,,,,b,3,soda,diet soda,,"caffeine, artifical sweetener",,,,['soda'],['diet soda'],,"['caffeine', 'artifical sweetener']",
diet soda,,diet soda,,b,2,soda,diet,,"caffeine, artificial sweetener",,complete,4,['soda'],['diet'],,"['caffeine', 'artificial sweetener']",
dietary,,,,modifier,1,,,,,,,,,,,,
digestive,,,,modifier,1,,,,,,,,,,,,
dijon mustard,,mustard,,f,2,,,,,condiments,,,,,,,['condiments']
dill,,dill,,f,1,vegetable,leafy,,,seasoning,incomplete,,['vegetable'],['leafy'],,,['seasoning']
dill pickle,,dill pickle,,f,2,fruit,berry,,"high sodium, fermented ",,incomplete,3,['fruit'],['berry'],,"['high sodium', 'fermented ']",
dilute,,,,stopword,1,,,,,,,,,,,,
diluted,,,,modifier,1,,,,,,,,,,,,
dim sum,,chinese brunch dishes,,f,2,"grain, protein",,,,,,,"['grain', 'protein']",,,,
diner,,,,modifier,1,,,,,,,,,,,,
dinner,,,,f,1,other,,,,,,,['other'],,,,
dip,,,,f,1,,,,,dip,,,,,,,['dip']
dipped,,,,modifier,1,,,,,,,,,,,,
dipping,,,,modifier,1,,,,,,,,,,,,
dirty,,,,modifier,1,,,,,,,,,,,,
dish,,,,stopword,1,,,,,,,,,,,,
distilled,,,,modifier,1,,,,,,,,,,,,
divine,,,,modifier,1,,,,,,,,,,,,
dl,,,,modifier,1,,,,,,,,,,,,
doctor,,,,stopword,1,,,,,,,,,,,,
dole,,,,modifier,1,,,,,,,,,,,,
dollop,,,,modifier,1,,,,,,,,,,,,
dolma,,stuffed dish,,f,1,,,,,,vague,3,,,,,
domestic,,,,modifier,1,,,,,,,,,,,,
domino,dominos,pizza,,f,1,"grain, protein, fruit, dairy","wheat, cheese",,"saturated fat, high sodium",sauce,complete,4,"['grain', 'protein', 'fruit', 'dairy']","['wheat', 'cheese']",,"['saturated fat', 'high sodium']",['sauce']
doner,,,,modifier,1,,,,,,,,,,,,
dont add,,,,stopword,2,,,,,,,,,,,,
donut,,donut,,f,1,"grain, dairy",,,"highly processed, added sugar, trans fat",,complete,,"['grain', 'dairy']",,,"['highly processed', 'added sugar', 'trans fat']",
donut hole,,,,f,2,,,,,,,,,,,,
doritos,doritos,chips,,f,1,grain,corn,,"highly processed, high sodium",,complete,,['grain'],['corn'],,"['highly processed', 'high sodium']",
dosa,,crepe,,f,1,"dairy, grain","wheat, milk",,"added sugar, saturated fat",,complete,,"['dairy', 'grain']","['wheat', 'milk']",,"['added sugar', 'saturated fat']",
double,,,,modifier,1,,,,,,,,,,,,
double chocolate munk cookie,,,,f,4,,,,,,,,,,,,
double cream,,,,f,2,dairy,cream,,,,,,['dairy'],['cream'],,,
double double,,,,f,2,,,,,,vague,,,,,,
double espresso,,espresso,,b,2,coffee,,,caffeine,,complete,1,['coffee'],,,['caffeine'],
doughnut,,doughnut,,f,1,"grain, dairy",,,"highly processed, added sugar, trans fat",,complete,,"['grain', 'dairy']",,,"['highly processed', 'added sugar', 'trans fat']",
dover,,,,modifier,1,,,,,,,,,,,,
dq,dairy queen,,,modifier,1,,,,,,,,,,,,
dr pepper,dr. pepper,soda,,b,2,soda,,,"caffeine, added sugar",,complete,4,['soda'],,,"['caffeine', 'added sugar']",
dr rhonda patrick,,,,modifier,3,,,,,,,,,,,,
draft,,,,modifier,1,,,,,,,,,,,,
dragon,,,,stopword,1,,,,,,,,,,,,
dragon fruit,,,,f,2,fruit,berry,,,,,,['fruit'],['berry'],,,
drank,,,,stopword,1,,,,,,,,,,,,
dream,,,,stopword,1,,,,,,,,,,,,
dress,,,,stopword,1,,,,,,,,,,,,
dressing,,dressing,,f,1,other,,,saturated fat,dressing,vague,,['other'],,,['saturated fat'],['dressing']
dried,,,,modifier,1,,,,,,,,,,,,
dried apricot,,dried apricot,,f,2,fruit,stone fruit,,"added sugar, saturated fat",,complete,1,['fruit'],['stone fruit'],,"['added sugar', 'saturated fat']",
dried blueberry,,,,f,2,,,,,,,,,,,,
dried cranberry,,dried cranberry,,f,2,fruit,dried fruit,,,,complete,1,['fruit'],['dried fruit'],,,
dried mango,,dried mango,,f,2,fruit,dried fruit,,,,complete,1,['fruit'],['dried fruit'],,,
drink,,,,b,1,,,,,,,,,,,,
drinking,,,,modifier,1,,,,,,,,,,,,
drip,,,,modifier,1,,,,,,,,,,,,
drop,,,,modifier,1,,,,,,,,,,,,
drug,,,,stopword,1,,,,,,,,,,,,
drum,,,,stopword,1,,,,,,,,,,,,
drunken,,,,modifier,1,,,,,,,,,,,,
dry,,,,modifier,1,,,,,,,,,,,,
dubliner,,,,modifier,1,,,,,,,,,,,,
duck,,duck,,f,1,protein,poultry,duck,,,complete,,['protein'],['poultry'],['duck'],,
duck fat,,,,f,2,,,,,,,,,,,,
duke,,,,modifier,1,,,,,,,,,,,,
dukkah,,"herbs, nuts, and spices",,f,1,"nut, other","herb, spice",,,,complete,3,"['nut', 'other']","['herb', 'spice']",,,
dulce leche,,milk and sugar,,f,2,dairy,milk,,"added sugar, saturated fat",,complete,4,['dairy'],['milk'],,"['added sugar', 'saturated fat']",
dumpling,,dumpling,,f,1,"grain, protein, vegetable",,,,,vague,,"['grain', 'protein', 'vegetable']",,,,
dunkin,dunkin,,,modifier,1,,,,,,,,,,,,
dunkin,dunkin,donuts,,f,1,"grain, dessert/sweet treat","wheat, baked good",,added sugar,,complete,4,"['grain', 'dessert/sweet treat']","['wheat', 'baked good']",,['added sugar'],
dusted,,,,modifier,1,,,,,,,,,,,,
dutch,,,,modifier,1,,,,,,,,,,,,
dymatize iso,dymatize,protein powder,,b,2,protein,protein powder,,,supplement,complete,4,['protein'],['protein powder'],,,['supplement']
dynamic,,,,stopword,1,,,,,,,,,,,,
ea,,,,stopword,1,,,,,,,,,,,,
earl grey,,earl grey tea,,b,2,tea,earl grey,,caffeine,,complete,1,['tea'],['earl grey'],,['caffeine'],
earlier,,,,modifier,1,,,,,,,,,,,,
easy,,,,modifier,1,,,,,,,,,,,,
easy peeler,,citrus fruit,,f,2,fruit,citrus,,,,incomplete,1,['fruit'],['citrus'],,,
eat,,,,stopword,1,,,,,,,,,,,,
eating,,,,stopword,1,,,,,,,,,,,,
echinacea,,tea,,b,1,tea,herbal,,caffeine-free,,complete,1,['tea'],['herbal'],,['caffeine-free'],
eckrich smokies,eckrich,sausage,,f,2,protein,"poultry, pork",chicken,"high sodium, saturated fat, highly processed",,complete,4,['protein'],"['poultry', 'pork']",['chicken'],"['high sodium', 'saturated fat', 'highly processed']",
eclair,,,,f,1,,,,,,,,,,,,
eclipse,,,,stopword,1,,,,,,,,,,,,
edamame,,soy beans,,f,1,protein,legume,soy bean,,,complete,,['protein'],['legume'],['soy bean'],,
eel,,eel,,f,1,protein,seafood,,,,complete,3,['protein'],['seafood'],,,
effervescent,,,,stopword,1,,,,,,,,,,,,
egg,,egg,,f,1,protein,egg,,saturated fat,,complete,,['protein'],['egg'],,['saturated fat'],
egg bacon sandwich,,egg bacon sandwich,,f,3,"grain, protein","wheat, egg, pork",,"high sodium, saturated fat",,incomplete,4,"['grain', 'protein']","['wheat', 'egg', 'pork']",,"['high sodium', 'saturated fat']",
egg bite,,egg bite,,f,2,"protein, dairy",egg,,,,incomplete,3,"['protein', 'dairy']",['egg'],,,
egg burrito,,egg burrito,,f,2,"grain, protein",egg,,high sodium,,incomplete,3,"['grain', 'protein']",['egg'],,['high sodium'],
egg cheese burrito,,egg cheese burrito,,f,3,"grain, protein, dairy","wheat, egg, cheese",,"high sodium, saturated fat",,incomplete,3,"['grain', 'protein', 'dairy']","['wheat', 'egg', 'cheese']",,"['high sodium', 'saturated fat']",
egg cheese sandwich,,egg cheese sandwich,,f,3,"grain, protein, dairy","wheat, egg, cheese",,"saturated fat, high sodium",,incomplete,4,"['grain', 'protein', 'dairy']","['wheat', 'egg', 'cheese']",,"['saturated fat', 'high sodium']",
egg drop soup,,,,f,3,,,,,,,,,,,,
egg noodle,,,,f,2,"grain, protein","wheat, egg",,,,,,"['grain', 'protein']","['wheat', 'egg']",,,
egg omelette,,egg omelette,egg omelette,f,2,protein,egg,,saturated fat,,vague,3,['protein'],['egg'],,['saturated fat'],
egg roll,,egg roll,,f,2,"grain, vegetable, protein",wheat,,,,vague,3,"['grain', 'vegetable', 'protein']",['wheat'],,,
egg salad,,egg salad,,f,2,"protein, dairy","egg, mayo",,,,complete,4,"['protein', 'dairy']","['egg', 'mayo']",,,
egg salad sandwich,,egg salad sandwich,,f,3,"grain, protein, dairy","egg, mayo",,high sodium,,complete,4,"['grain', 'protein', 'dairy']","['egg', 'mayo']",,['high sodium'],
egg sandwich,,egg sandwich,,f,2,"grain, protein",egg,,high sodium,,complete,4,"['grain', 'protein']",['egg'],,['high sodium'],
egg sausage burrito,,egg sausage burrito,burrito with egg and sausage,f,3,"protein, dairy, grain","pork, egg, wheat",,"high salt, saturated fat ",,incomplete,3,"['protein', 'dairy', 'grain']","['pork', 'egg', 'wheat']",,"['high salt', 'saturated fat ']",
egg scramble,,egg scramble,,f,2,protein,egg,,,,incomplete,3,['protein'],['egg'],,,
egg toast,,toast with egg,toast with egg,f,2,"grain, protein","wheat, egg",,"saturated fat, high sodium",,incomplete,3,"['grain', 'protein']","['wheat', 'egg']",,"['saturated fat', 'high sodium']",
egg white,,egg whites,egg whites,f,2,protein,egg,,,,complete,1,['protein'],['egg'],,,
egg yolk,,egg yolk,,f,2,protein,egg,,,,complete,1,['protein'],['egg'],,,
eggnog,,eggnog,,b,1,dairy,"milk, creamer, egg",,"added sugar, saturated fat",,complete,4,['dairy'],"['milk', 'creamer', 'egg']",,"['added sugar', 'saturated fat']",
eggo,eggo,waffles,,f,1,grain,wheat,,highly processed,,complete,4,['grain'],['wheat'],,['highly processed'],
eggplant,,eggplant,,f,1,vegetable,other vegetable,,,,complete,,['vegetable'],['other vegetable'],,,
eggs benedict,,"bread, bacon, egg",,f,2,"grain, protein","wheat, egg, pork",,"high sodium, saturated fat",,,,"['grain', 'protein']","['wheat', 'egg', 'pork']",,"['high sodium', 'saturated fat']",
eight,,,,stopword,1,,,,,,,,,,,,
eighth,,,,modifier,1,,,,,,,,,,,,
einkorn,,wheat,,f,1,grain,wheat,,,,complete,1,['grain'],['wheat'],,,
elbow,,,,stopword,1,,,,,,,,,,,,
elderflower,,,,modifier,1,,,,,,,,,,,,
elderflower cordial,,elderflower lemonade that could have alcohol,,b,2,juice/smoothie,fruit,,added sugar,,incomplete,4,['juice/smoothie'],['fruit'],,['added sugar'],
electrolyte,,,,stopword,1,,,,electrolytes,,vague,,,,,['electrolytes'],
elixir,elixir,,,modifier,1,,,,,,,,,,,,
elk,,elk meat,,f,1,protein,red meat,elk,,,complete,,['protein'],['red meat'],['elk'],,
emmental,,emmental,,modifier,1,f,dairy,cheese,saturated fat,,complete,,['f'],['dairy'],['cheese'],['saturated fat'],
emmentaler,,type of cheese,,f,1,dairy,cheese,,saturated fat,,complete,3,['dairy'],['cheese'],,['saturated fat'],
emmer,,wheat,,f,1,grain,wheat,,,,complete,1,['grain'],['wheat'],,,
empanada,,baked or fried turnover,,f,1,"grain, protein",wheat,,fried,,,,"['grain', 'protein']",['wheat'],,['fried'],
enchilada,,enchilada,,f,1,"grain, protein",wheat,,,,incomplete,,"['grain', 'protein']",['wheat'],,,
end eating window,,,,stopword,3,,,,,,,,,,,,
endive,,,,f,1,,,,,,,,,,,,
energy ball,,"snacks, sweet",,f,2,"dessert/sweet treat, nut, grain","chocolate, oat",,"added sugar, unsaturated fat",,,,"['dessert/sweet treat', 'nut', 'grain']","['chocolate', 'oat']",,"['added sugar', 'unsaturated fat']",
energy bar,,energy bar,energy bar,f,2,,,,,,vague,4,,,,,
energy drink,,energy drink,,b,2,energy drink,,,"caffeine, added sugar",,complete,4,['energy drink'],,,"['caffeine', 'added sugar']",
energy gel,,,,f,2,,,,,,,,,,,,
england,,,,modifier,1,,,,,,,,,,,,
english,,,,modifier,1,,,,,,,,,,,,
english breakfast tea,,english breakfast tea,,b,3,tea,black,,caffeine,,complete,1,['tea'],['black'],,['caffeine'],
english muffin,,english muffin,,f,2,grain,wheat,,high sodium,,complete,4,['grain'],['wheat'],,['high sodium'],
enhancer,,,,modifier,1,,,,,,,,,,,,
enlightened,,,,stopword,1,,,,,,,,,,,,
enoki,,enoki,,f,1,vegetable,mushroom,,,,complete,1,['vegetable'],['mushroom'],,,
enoki mushroom,,,,f,2,,,,,,,,,,,,
ensure,ensure,nutrition drinks and shakes,,b,1,,,,,,vague,4,,,,,
ensure max protein,,,,b,3,,,,,,,,,,,,
entrecote,,entrecote,,f,1,protein,red meat,beef,saturated fat,,complete,3,['protein'],['red meat'],['beef'],['saturated fat'],
entree,,,,stopword,1,,,,,,,,,,,,
entry,,,,stopword,1,,,,,,,,,,,,
enzyme,,,,stopword,1,,,,,,,,,,,,
epic bar,,,,f,2,,,,,,,,,,,,
error,,,,stopword,1,,,,,,,,,,,,
erythritol,,sugar alcohol?,,b,1,other,artificial sweetener,,,,incomplete,4,['other'],['artificial sweetener'],,,
escarole,,escarole,,f,1,vegetable,green,,,,complete,1,['vegetable'],['green'],,,
espresso,,espresso,,b,1,coffee,,,caffeine,,complete,,['coffee'],,,['caffeine'],
espresso coffee,,,,b,2,coffee,,,,,,,['coffee'],,,,
espresso macchiato,,,,b,2,coffee,,,caffeine,,,,['coffee'],,,['caffeine'],
essence,,,,stopword,1,,,,,,,,,,,,
essential,,,,stopword,1,,,,,,,,,,,,
etc,,,,stopword,1,,,,,,,,,,,,
ethiopian,,,,modifier,1,,,,,,,,,,,,
euphoria,,,,stopword,1,,,,,,,,,,,,
evaporated,,,,modifier,1,,,,,,,,,,,,
evening,,,,modifier,1,,,,,,,,,,,,
everything,,,,modifier,1,,,,,,,,,,,,
evian,evian,water,,w,1,,,,,,,,,,,,
evil,,,,stopword,1,,,,,,,,,,,,
evol,evol,frozen meal,,modifier,1,,,,,,,,,,,,
evoo,,extra virgin olive oil,olive oil,f,1,other,oil,,unsaturated fat,,,,['other'],['oil'],,['unsaturated fat'],
extra,,,,modifier,1,,,,,,,,,,,,
extra large,,,,modifier,2,,,,,,,,,,,,
extra virgin olive oil,,extra virgin olive oil,,f,4,other,oil,,saturated fat,,complete,2,['other'],['oil'],,['saturated fat'],
extract,,,,modifier,1,,,,,,,,,,,,
eye round roast,,,,f,3,,,,,,,,,,,,
ezekial,,,,modifier,1,,,,,,,,,,,,
ezekiel bread,ezekiel,sprouted whole grain bread,,f,2,grain,whole grain,,,,complete,3,['grain'],['whole grain'],,,
f,,,,stopword,1,,,,,,,,,,,,
fage total,fage,greek yogurt,,f,2,dairy,yogurt,,,,complete,1,['dairy'],['yogurt'],,,
fairlife,fairlife,,,modifier,1,,,,,,,,,,,,
fairlife,fairlife,brand of milk,fairlife milk,b,1,dairy,milk,,,,complete,v,['dairy'],['milk'],,,
fajita,,fajita,,f,1,"protein, vegetable",,,,,complete,,"['protein', 'vegetable']",,,,
falafel,,falafel,,f,1,protein,legume,bean,fried,,complete,,['protein'],['legume'],['bean'],['fried'],
famotidine,famotidine,,,m,1,prescription,"gerd, heartburn",,,histamine 2 receptor antagonist,,,['prescription'],"['gerd', 'heartburn']",,,['histamine 2 receptor antagonist']
fancy,,,,stopword,1,,,,,,,,,,,,
fanta,fanta,soda,,b,1,soda,,,added sugar,,complete,4,['soda'],,,['added sugar'],
farina,,milled wheat,,f,1,grain,wheat,,,,complete,1,['grain'],['wheat'],,,
farm,,,,stopword,1,,,,,,,,,,,,
farmer,,,,stopword,1,,,,,,,,,,,,
farofa,,brazilian dish with cassava flour,,f,1,"vegetable, dessert/sweet treat",cassava,,,,complete,3,"['vegetable', 'dessert/sweet treat']",['cassava'],,,
farro,,grain,,f,1,grain,wheat,,,,,,['grain'],['wheat'],,,
fast,,,,stopword,1,,,,,,,,,,,,
fasting,,,,stopword,1,,,,,,,,,,,,
fasting,,,,modifier,1,,,,,,,,,,,,
fat bomb,,keto sweet snack,,f,2,"dessert/sweet treat, nut",oil,,,,vague,4,"['dessert/sweet treat', 'nut']",['oil'],,,
fat burner,,,,modifier,2,,,,,,,,,,,,
fat coffee,,,,b,2,"coffee, dairy",butter,,"additive, caffeine, saturated fat",,complete,3,"['coffee', 'dairy']",['butter'],,"['additive', 'caffeine', 'saturated fat']",
fat free,,,,modifier,2,,,,,,,,,,,,
fathead,,,,modifier,1,,,,,,,,,,,,
fattoush,,fattoush salad,,f,1,"grain, vegetable, fruit",wheat,,,,complete,3,"['grain', 'vegetable', 'fruit']",['wheat'],,,
fatty,,,,modifier,1,,,,,,,,,,,,
faux,,,,stopword,1,,,,,,,,,,,,
fc,,,,stopword,1,,,,,,,,,,,,
feast,,,,stopword,1,,,,,,,,,,,,
feijoa,,feijoa,,f,1,fruit,,,,,complete,1,['fruit'],,,,
fennel,,fennel seed,fennel seed,f,1,seed,fennel seed,,,,complete,,['seed'],['fennel seed'],,,
fennel tea,,,,b,2,tea,herbal,,,,,,['tea'],['herbal'],,,
fenugreek,,fenugreek,,f,1,other,plant,,,,complete,1,['other'],['plant'],,,
