gram_key,brand name,description,corrected spelling,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list
snap pea,,snap peas,,f,2,protein,legume,bean,,,complete,1,['protein'],['legume'],['bean'],,
snapper,,snapper,,f,1,protein,seafood,fish,,,complete,3,['protein'],['seafood'],['fish'],,
snapple,snapple,tea or fruit drink,,b,1,"juice/smoothie, tea",,,"added sugar, highly processed",,vague,4,"['juice/smoothie', 'tea']",,,"['added sugar', 'highly processed']",
snicker,,chocolate bar,,f,1,"dessert/sweet treat, nut","chocolate, peanut",,"added sugar, bar, unsaturated fat, highly processed",,,,"['dessert/sweet treat', 'nut']","['chocolate', 'peanut']",,"['added sugar', 'bar', 'unsaturated fat', 'highly processed']",
snickerdoodle,,chocolate,,f,1,dessert/sweet treat,baked good,,"highly processed, added sugar",,complete,4,['dessert/sweet treat'],['baked good'],,"['highly processed', 'added sugar']",
snow pea,,vege,,f,2,protein,legume,pea,,,,,['protein'],['legume'],['pea'],,
soaked,,,,modifier,1,,,,,,,,,,,,
soap,,,,stopword,1,,,,,,,,,,,,
soba,,,,f,1,,,,,,,,,,,,
sockeye,,sockeye,,modifier,1,f,protein,seafood,fish,,complete,,['f'],['protein'],['seafood'],['fish'],
soda,,soda,,b,1,soda,,,"caffeine, added sugar",,complete,,['soda'],,,"['caffeine', 'added sugar']",
soda water,,,,w,2,,,,,,,,,,,,
sodium,,,,modifier,1,,,,,,,,,,,,
sofritas,,tofu,,f,1,protein,legume,soy,,,complete,3,['protein'],['legume'],['soy'],,
soft,,,,modifier,1,,,,,,,,,,,,
soft chewy granola bar,,granola bar,soft and chewy granola bar,f,4,grain,oat,,added sugar,bars,incomplete,4,['grain'],['oat'],,['added sugar'],['bars']
soft drink,,,,b,2,soda,,,,,,,['soda'],,,,
soja drink,,,,b,2,,,,,,,,,,,,
soju,,korean distilled alcohol,,b,1,alcohol,liquor,straight,,,complete,4,['alcohol'],['liquor'],['straight'],,
sonic,,,,stopword,1,,,,,,,,,,,,
sopapilla,,mexican bread,,f,1,grain,wheat,,"fried, added sugar",,complete,3,['grain'],['wheat'],,"['fried', 'added sugar']",
sope,,mexican dish with corn dough and toppings,,f,1,"grain, vegetable",corn,,,,incomplete,3,"['grain', 'vegetable']",['corn'],,,
sorbet,,,,f,1,,,,,,,,,,,,
soreen,soreen,malt loaf,,f,1,grain,barley,,highly processed,,incomplete,4,['grain'],['barley'],,['highly processed'],
sorghum,,sorghum,,f,1,grain,cereal grain,,,,complete,1,['grain'],['cereal grain'],,,
sorrel,,sorrel,,f,1,other,herb,,,,complete,1,['other'],['herb'],,,
sorry,,,,stopword,1,,,,,,,,,,,,
sou vide,,,,modifier,2,,,,,,,,,,,,
souffle,,baked egg-based pancake,,f,1,"protein, dairy","egg, butter, milk, cream",,saturated fat,,complete,4,"['protein', 'dairy']","['egg', 'butter', 'milk', 'cream']",,['saturated fat'],
soup,,soup,,f,1,other,soup,,high sodium,,complete,,['other'],['soup'],,['high sodium'],
sour,,,,modifier,1,,,,,,,,,,,,
sour cream,,sour cream,,f,2,dairy,milk,,fermented,,complete,4,['dairy'],['milk'],,['fermented'],
sour milk,,dairy,,b,2,dairy,,,,,,,['dairy'],,,,
sour patch kid,sour patch kids,gummy candy,sour patch kids,f,3,dessert/sweet treat,candy,,"added sugar, highly processed",,complete,4,['dessert/sweet treat'],['candy'],,"['added sugar', 'highly processed']",
sourdough,,sourdough,,f,1,grain,wheat,,high sodium,,incomplete,,['grain'],['wheat'],,['high sodium'],
sourdough bread,,sourdough bread,,f,2,grain,wheat,,high sodium,,complete,3,['grain'],['wheat'],,['high sodium'],
sourdough toast,,sourdough toast,,f,2,grain,wheat,,,,complete,3,['grain'],['wheat'],,,
soured,,,,modifier,1,,,,,,,,,,,,
souse,,souse,,f,1,,,,,,vague,v,,,,,
south,,,,stopword,1,,,,,,,,,,,,
southern,,,,modifier,1,,,,,,,,,,,,
southwest,,,,modifier,1,,,,,,,,,,,,
southwestern,,,,modifier,1,,,,,,,,,,,,
souvlaki,,small pieces of meat and vegetables on a skewer,,f,1,"protein, vegetable",,,,,incomplete,3,"['protein', 'vegetable']",,,,
soy,,,,modifier,1,,,,,,,,,,,,
soy cappuccino,,,,b,2,"dairy alternative, coffee",soy,,caffeine,,,,"['dairy alternative', 'coffee']",['soy'],,['caffeine'],
soy chunk,,defatted soy flour chunks,,f,2,protein,legume,bean,highly processed,,complete,4,['protein'],['legume'],['bean'],['highly processed'],
soy creamer,,,,b,2,,,,,,,,,,,,
soy latte,,latte with soy milk,,b,2,"coffee, dairy alternative",nut,,caffeine,,complete,4,"['coffee', 'dairy alternative']",['nut'],,['caffeine'],
soy milk,,soy milk,,b,2,dairy alternative,,,,,complete,4,['dairy alternative'],,,,
soy sauce,,,soy sauce,f,2,other,,,high sodium,sauce,,,['other'],,,['high sodium'],['sauce']
soy yogurt,,,soy yogurt,f,2,dairy alternative,soy,,fermented,,,,['dairy alternative'],['soy'],,['fermented'],
soybean,,soybean,,f,1,protein,legume,bean,,,complete,1,['protein'],['legume'],['bean'],,
soylent,,meal replacement,,b,1,other,,,,,,,['other'],,,,
soyrizo,,soy-based chorizo meat substitute,,f,1,protein,soy,,"high sodium, highly processed",,incomplete,4,['protein'],['soy'],,"['high sodium', 'highly processed']",
spaetzle,,,,f,1,,,,,,,,,,,,
spaghetti,,spaghetti,,f,1,grain,wheat,,,,complete,,['grain'],['wheat'],,,
spaghetti sauce,,,,f,2,other,sauce,,high sodium,sauce,,,['other'],['sauce'],,['high sodium'],['sauce']
spaghetti squash,,spaghetti squash,,f,2,vegetable,,,,,complete,1,['vegetable'],,,,
spam,,"meat, cooked pork",,f,1,protein,pork,,high sodium,,,,['protein'],['pork'],,['high sodium'],
spanakopita,,greek pie made of perfectly crispy layers of phyllo dough and a comforting filling of spinach and feta cheese,,f,1,"grain, vegetable, dairy","wheat, cheese",,saturated fat,,complete,4,"['grain', 'vegetable', 'dairy']","['wheat', 'cheese']",,['saturated fat'],
spanish,,,,modifier,1,,,,,,,,,,,,
spanish rice,,spanish rice,,f,2,grain,rice,,,,complete,3,['grain'],['rice'],,,
spare rib,,,,f,2,,,,,,,,,,,,
spark,,,,stopword,1,,,,,,,,,,,,
sparking,,,,modifier,1,,,,,,,,,,,,
sparking,,,,stopword,1,,,,,,,,,,,,
sparkling,,,,modifier,1,,,,,,,,,,,,
sparkling ice,,,,w,2,sparkling water,flavored carbonated water,,,,,,['sparkling water'],['flavored carbonated water'],,,
sparkling water,,sparkling water,,w,2,sparkling water,plain mineral water,,,,complete,1,['sparkling water'],['plain mineral water'],,,
sparkling wine,,,,b,2,alcohol,wine,,fermented,,,,['alcohol'],['wine'],,['fermented'],
spearmint,,spearmint,,f,1,other,mint,,,,complete,1,['other'],['mint'],,,
special,,,,stopword,1,,,,,,,,,,,,
special k,special k,cereal,special k cereal,f,2,grain,cereal grain,,,,incomplete,4,['grain'],['cereal grain'],,,
speck,,,,stopword,1,,,,,,,,,,,,
spelt,,wheat?,spelt wheat,f,1,grain,wheat,,,,complete,,['grain'],['wheat'],,,
spiced,,,,modifier,1,,,,,,,,,,,,
spicy,,,,modifier,1,,,,,,,,,,,,
spiked,,,,modifier,1,,,,,,,,,,,,
spin,,,,stopword,1,,,,,,,,,,,,
spin cycle class,,,,stopword,3,,,,,,,,,,,,
spinach,,vegetable,,f,1,vegetable,leafy,,,,complete,,['vegetable'],['leafy'],,,
spinach dip,,,,f,2,vegetable,"leafy, cream",,,dip,,,['vegetable'],"['leafy', 'cream']",,,['dip']
spinach leaf,,,,f,2,,,,,,,,,,,,
spinach salad,,spinach salad,,f,2,vegetable,leafy,,,,incomplete,3,['vegetable'],['leafy'],,,
spinach shake,,vegetable smoothie,,b,2,juice/smoothie,vegetable smoothie,,,,incomplete,1,['juice/smoothie'],['vegetable smoothie'],,,
spinach wrap,,spinach wrap,,f,2,"grain, vegetable","wheat, leafy",,,,vague,3,"['grain', 'vegetable']","['wheat', 'leafy']",,,
spindrift,spindrift,sparkling water with fruit juice (~13 calories in a serving) - also have alcoholic versions,,w,1,sparkling water,"flavored sparkling water, fruit",,,,incomplete,1,['sparkling water'],"['flavored sparkling water', 'fruit']",,,
spiral,,,,stopword,1,,,,,,,,,,,,
spirulina,,spirulina,spirulina,f,1,vegetable,leafy,,,,complete,,['vegetable'],['leafy'],,,
splash,,,,stopword,1,,,,,,,,,,,,
splenda,,splenda,,b,1,other,artificial sweetener,,artificial sweetener,,complete,,['other'],['artificial sweetener'],,['artificial sweetener'],
split pea and ham soup,,,,f,5,,,,,,,,,,,,
split pea soup,,split pea soup,,f,3,vegetable,,,high sodium,,incomplete,3,['vegetable'],,,['high sodium'],
sponge cake,,"sweet, dairy, flour",,f,2,"grain, dairy, protein","wheat, butter, egg",,"added sugar, saturated fat",,,,"['grain', 'dairy', 'protein']","['wheat', 'butter', 'egg']",,"['added sugar', 'saturated fat']",
spoon,,,,modifier,1,,,,,,,,,,,,
spoonful,,,,modifier,1,,,,,,,,,,,,
sport,,,,stopword,1,,,,,,,,,,,,
spot,,,,stopword,1,,,,,,,,,,,,
spray,,,,modifier,1,,,,,,,,,,,,
spread,,spread,,f,1,,,,,spread,vague,,,,,,['spread']
spring greens,,"mixed salad (usually baby spinach, baby greens)",,f,2,vegetable,leafy,,,,,,['vegetable'],['leafy'],,,
spring mix,,,,f,2,vegetable,leafy,,,,vague,1,['vegetable'],['leafy'],,,
spring mix greens,,spring mix greens,spring mix greens,f,3,vegetable,leafy,,,,incomplete,1,['vegetable'],['leafy'],,,
spring onion,,"vege, Also known as scallions or green onions",green onion,f,2,vegetable,root,,,,,,['vegetable'],['root'],,,
spring roll,,spring roll,,f,2,"grain, vegetable",rice,,,,incomplete,3,"['grain', 'vegetable']",['rice'],,,
spring water,,,,w,2,,,,,,,,,,,,
sprite,sprite,soda,,b,1,soda,,,"added sugar, caffeine",,complete,,['soda'],,,"['added sugar', 'caffeine']",
sprite zero,,,,b,2,soda,diet soda,,"caffeine, artifical sweetener",,,,['soda'],['diet soda'],,"['caffeine', 'artifical sweetener']",
spritzer,,wine and carbonated water,,b,1,"alcohol, sparkling water","wine, flavored mineral water",,fermented,,complete,3,"['alcohol', 'sparkling water']","['wine', 'flavored mineral water']",,['fermented'],
sprout,,,,f,1,vegetable,,,,,vague,,['vegetable'],,,,
sprouted,,,,modifier,1,,,,,,,,,,,,
sprouted bread,,,,f,2,grain,whole grain,,,,,,['grain'],['whole grain'],,,
sprouting,,,,modifier,1,,,,,,,,,,,,
spry,spry,vegetable shortening,,f,1,other,oil,vegetable,saturated fat,,complete,2,['other'],['oil'],['vegetable'],['saturated fat'],
spud,,potato,potato,f,1,vegetable,root,,,,complete,1,['vegetable'],['root'],,,
square,,,,modifier,1,,,,,,,,,,,,
squash,,squash,,f,1,fruit,,,,,complete,,['fruit'],,,,
squash soup,,squash soup,,f,2,vegetable,,,high sodium,,incomplete,3,['vegetable'],,,['high sodium'],
squeeze,,,,stopword,1,,,,,,,,,,,,
squeezed,,,,modifier,1,,,,,,,,,,,,
squid,,seafood,,f,1,protein,seafood,,,,,,['protein'],['seafood'],,,
squirt,squirt,soda,,b,1,soda,,,"caffeine, added sugar",,complete,4,['soda'],,,"['caffeine', 'added sugar']",
sriracha,sriracha,sriracha sauce,,f,1,fruit,berry,,,sauce,complete,,['fruit'],['berry'],,,['sauce']
st,,,,stopword,1,,,,,,,,,,,,
stack,,,,stopword,1,,,,,,,,,,,,
stake,,,,stopword,1,,,,,,,,,,,,
standard,,,,stopword,1,,,,,,,,,,,,
star anise,,spice,,f,2,other,spice,,,,complete,2,['other'],['spice'],,,
star fruit,,,,f,2,,,,,,,,,,,,
starbucks,starbucks,,,b,1,,,,,,vague,,,,,,
starburst,starburst,fruit candy,,f,1,dessert/sweet treat,candy,,"added sugar, artifical flavors",,complete,4,['dessert/sweet treat'],['candy'],,"['added sugar', 'artifical flavors']",
start,,,,stopword,1,,,,,,,,,,,,
start eating window,,,,stopword,3,,,,,,,,,,,,
starter,,,,stopword,1,,,,,,,,,,,,
steak,,steak,,f,1,protein,red meat,beef,saturated fat,,complete,,['protein'],['red meat'],['beef'],['saturated fat'],
steamed,,,,modifier,1,,,,,,,,,,,,
steamed broccoli,,broccoli,,f,2,vegetable,leafy,,,,complete,1,['vegetable'],['leafy'],,,
steel,,,,stopword,1,,,,,,,,,,,,
steel cut,,,,modifier,2,,,,,,,,,,,,
steel cut oat,,steel cut oat,,f,3,grain,oat,,,,complete,1,['grain'],['oat'],,,
steel cut oatmeal,,,,f,3,grain,oat,,,,,,['grain'],['oat'],,,
steel cut quinoa oatmeal,,quinoa oatmeal,,f,4,grain,"oat, whole grain",,,,incomplete,1,['grain'],"['oat', 'whole grain']",,,
stella,,,,modifier,1,,,,,,,,,,,,
stella artois,stella artois,brand of beer,,b,2,alcohol,beer,,fermented,,complete,3,['alcohol'],['beer'],,['fermented'],
stem,,,,stopword,1,,,,,,,,,,,,
stevia,,,,b,1,sweetner,,,,,,,['sweetner'],,,,
stevia canderel sachet,stevia,0 calorie natural sweetener,,f,3,other,,,artificial sweetener,,incomplete,4,['other'],,,['artificial sweetener'],
stevia drop,,sweetener,,b,2,other,,,"sweetener, additive, stevia",,complete,4,['other'],,,"['sweetener', 'additive', 'stevia']",
stevia extract,,natural 0 calorie sweetener,,b,2,other,,,"artificial sweetener, additive",,complete,4,['other'],,,"['artificial sweetener', 'additive']",
stevia monkfruit,,stevia & monkfruit,,b,2,other,artificial sweeteners,,artificial sweeteners,,complete,4,['other'],['artificial sweeteners'],,['artificial sweeteners'],
stevia sachet,stevia,0 calorie natural sweetener,,f,2,,,,sweetener,,incomplete,4,,,,['sweetener'],
stew,,stew,,f,1,"vegetable, protein",,,,,incomplete,,"['vegetable', 'protein']",,,,
stewed,,,,modifier,1,,,,,,,,,,,,
stick,,,,modifier,1,,,,,,,,,,,,
sticky,,,,modifier,1,,,,,,,,,,,,
sticky rice,,,,f,2,,,,,,,,,,,,
still,,,,modifier,1,,,,,,,,,,,,
still cut,,,,stopword,2,,,,,,,,,,,,
stir fried,,,,modifier,2,,,,,,,,,,,,
stir fry,,stir fry,,f,2,,,,,,vague,3,,,,,
stirfry,,,,modifier,1,,,,,,,,,,,,
stock,,,,modifier,1,,,,,,,,,,,,
stollen,,german fruit bread,,f,1,"dessert/sweet treat, grain, fruit, nut","baked good, wheat",,"saturated fat, added sugar",,incomplete,4,"['dessert/sweet treat', 'grain', 'fruit', 'nut']","['baked good', 'wheat']",,"['saturated fat', 'added sugar']",
stoned,,,,modifier,1,,,,,,,,,,,,
stouffers,,stouffer's,,modifier,1,,,,,,complete,,,,,,
stout,,stout,stout,b,1,alcohol,beer,,fermented,,complete,3,['alcohol'],['beer'],,['fermented'],
strained,,,,modifier,1,,,,,,,,,,,,
strawberry,,fruit,,f,1,fruit,,,,,complete,,['fruit'],,,,
strawberry banana smoothie,,strawberry banana smoothie,,b,3,juice/smoothie,fruit,,,,incomplete,1,['juice/smoothie'],['fruit'],,,
strawberry greek yogurt,,strawberry greek yogurt,,f,3,"dairy, fruit","yogurt, berry",,fermented,,incomplete,3,"['dairy', 'fruit']","['yogurt', 'berry']",,['fermented'],
strawberry jam,,stawberry jam,,f,2,fruit,berry,,added sugar,,complete,3,['fruit'],['berry'],,['added sugar'],
strawberry shortcake,,sweet,,f,2,"dessert/sweet treat, grain, dairy, fruit","wheat, cream,berry, baked good",,"added sugar, saturated fat",,,,"['dessert/sweet treat', 'grain', 'dairy', 'fruit']","['wheat', 'cream,berry', 'baked good']",,"['added sugar', 'saturated fat']",
street,,,,modifier,1,,,,,,,,,,,,
street taco,,street taco,,f,2,"grain, protein",corn,,,,vague,3,"['grain', 'protein']",['corn'],,,
string bean,,"vege, green bean",,f,2,vegetable,,,,,,1,['vegetable'],,,,
string cheese,,string cheese,,f,2,dairy,cheese,,saturated fat,,complete,3,['dairy'],['cheese'],,['saturated fat'],
stripe,,,,stopword,1,,,,,,,,,,,,
stromboli,,turnover filled with italian cheeses cold cuts or vegetables,,f,1,"grain, protein, dairy, fruit","wheat, pork, red meat, cheese",,"saturated fat, high sodium",,incomplete,3,"['grain', 'protein', 'dairy', 'fruit']","['wheat', 'pork', 'red meat', 'cheese']",,"['saturated fat', 'high sodium']",
strong,,,,stopword,1,,,,,,,,,,,,
strong,,,,modifier,1,,,,,,,,,,,,
stroopwafel,,wafer cookie with caramel filling,,f,1,"grain, dessert/sweet treat","wheat, chocolate",,"added sugar, highly processed",,complete,4,"['grain', 'dessert/sweet treat']","['wheat', 'chocolate']",,"['added sugar', 'highly processed']",
strudel,,,,f,1,,,,,,,,,,,,
stuffed,,,,modifier,1,,,,,,,,,,,,
stuffed bell pepper,,stuffed bell pepper,,f,3,vegetable,,,,,vague,3,['vegetable'],,,,
stuffing,,stuffing,,f,1,"grain, vegetable",wheat,,,,complete,,"['grain', 'vegetable']",['wheat'],,,
stur,stur,powder electrolytes,,b,1,sports drink,,,"electrolytes, antioxidants, stevia sweetened",,complete,4,['sports drink'],,,"['electrolytes', 'antioxidants', 'stevia sweetened']",
sub,,,,modifier,1,,,,,,,,,,,,
subji,,indian vegetable dish,,f,1,vegetable,,,,,incomplete,3,['vegetable'],,,,
submarine,,,,stopword,1,,,,,,,,,,,,
substitute,,,,modifier,1,,,,,,,,,,,,
substitute,,,,stopword,1,,,,,,,,,,,,
subway,subway,sandwich restaurant,,f,1,"grain, protein, vegetable",wheat,,,,incomplete,,"['grain', 'protein', 'vegetable']",['wheat'],,,
subzi,,"hindi for ""vegetable""",,f,1,vegetable,,,,,complete,1,['vegetable'],,,,
sucker,,,,stopword,1,,,,,,,,,,,,
sucralose,,artificial sweetener,,b,1,other,,,artificle sweetener,,complete,4,['other'],,,['artificle sweetener'],
sugar,,,,f,1,other,sugar,,,,,,['other'],['sugar'],,,
sugar free,,,,modifier,2,,,,,,,,,,,,
sugar snap pea,,,,f,3,vegetable,,pea,,,,,['vegetable'],,['pea'],,
sugar syrup,,simple syrup,,b,2,other,,,"added sugar, additive",,complete,2,['other'],,,"['added sugar', 'additive']",
sugary,,,,modifier,1,,,,,,,,,,,,
suja,,cold pressed fruit and vegetable juice,,b,1,juice/smoothie,"fruit, vegetable",,,,complete,3,['juice/smoothie'],"['fruit', 'vegetable']",,,
sultana,,white raisin,,f,1,fruit,berry,,added sugar,,complete,,['fruit'],['berry'],,['added sugar'],
sumac,,sumac,,f,1,other,spice,,,,complete,2,['other'],['spice'],,,
summer,,,,stopword,1,,,,,,,,,,,,
sun chip,,"snacks, grain chips",,f,2,grain,wheat,,"highly processed, high sodium",,,,['grain'],['wheat'],,"['highly processed', 'high sodium']",
sun dried tomato,,sun dried tomato,,f,3,fruit,dried fruit,,,,complete,1,['fruit'],['dried fruit'],,,
sunbites,sun bites,chips,,f,1,grain,"corn, wheat, oat",,highly processed,,complete,4,['grain'],"['corn', 'wheat', 'oat']",,['highly processed'],
sunbutter,sunbutter,sunflower seed butter,,f,1,seed,,,,,complete,3,['seed'],,,,
sunchips,sun chips,chips,,f,1,grain,wheat,,"highly processed, high sodium",,complete,4,['grain'],['wheat'],,"['highly processed', 'high sodium']",
sunchoke,,sunchoke artichoke,,f,1,vegetable,,,,,complete,1,['vegetable'],,,,
sundae,,,,f,1,,,,,,,,,,,,
sunday,,,,modifier,1,,,,,,,,,,,,
sundried tomato,,vege,,f,2,fruit,dried fruit,,,,,1,['fruit'],['dried fruit'],,,
sundries,,,sundried,modifier,1,,,,,,,,,,,,
sunflower,,sunflower,,f,1,seed,,,,,complete,,['seed'],,,,
sunflower butter,,,,f,2,seed,sunflower seed,,unsaturated fat,,,,['seed'],['sunflower seed'],,['unsaturated fat'],
sunflower seed,,sunflower seed,,f,2,seed,sunflower seed,,,,complete,1,['seed'],['sunflower seed'],,,
sunflower seed butter,,,,f,3,seed,sunflower seed,,unsaturated fat,,,,['seed'],['sunflower seed'],,['unsaturated fat'],
sunkist,sunkist,orange soda,,b,1,soda,,,"caffeine, added sugar",,incomplete,4,['soda'],,,"['caffeine', 'added sugar']",
sunny,,,,modifier,1,,,,,,,,,,,,
sunrise,,,,modifier,1,,,,,,,,,,,,
sunseeds,,sunflower seeds,sunflower seeds,f,1,seed,,,,,complete,1,['seed'],,,,
super,,,,stopword,1,,,,,,,,,,,,
super green,,,,b,2,juice/smoothie,vegetable,,,supplement,,,['juice/smoothie'],['vegetable'],,,['supplement']
superfood,,,,modifier,1,,,,,,,,,,,,
superfood creamer,laird superfood,creamer,,b,2,dairy alternative,creamer,,"added sugar, additive",,complete,4,['dairy alternative'],['creamer'],,"['added sugar', 'additive']",
supermix,isagenix,supermix,,b,1,,,,,supplement,incomplete,v,,,,,['supplement']
suplement,,,,modifier,1,modifier or general?,,,,,,,['modifier or general?'],,,,
supper,,,,f,1,other,,,,,,,['other'],,,,
support,,,,modifier,1,,,,,,,,,,,,
supreme,,,,modifier,1,,,,,,,,,,,,
surf turf,,surf and turf,surf and turf,f,2,protein,"red meat, seafood",beef,,,vague,3,['protein'],"['red meat', 'seafood']",['beef'],,
surf turf burrito,,surf and turf burrito,surf and turf burrito,f,3,"grain, protein","wheat, red meat, seafood",,"high sodium, saturated fat",,incomplete,3,"['grain', 'protein']","['wheat', 'red meat', 'seafood']",,"['high sodium', 'saturated fat']",
surimi,,fish minced into gelatinous paste,,f,1,protein,seafood,fish,,,incomplete,4,['protein'],['seafood'],['fish'],,
sushi,,sushi,,f,1,"protein, grain, vegetable","seafood, rice",,,,incompelte,,"['protein', 'grain', 'vegetable']","['seafood', 'rice']",,,
sushi roll,,sushi roll,,f,2,"grain, protein","rice, seafood",,,,vague,3,"['grain', 'protein']","['rice', 'seafood']",,,
sweat,,,,stopword,1,,,,,,,,,,,,
swede,,"rutabaga, root vege",,f,1,vegetable,root,,,,,,['vegetable'],['root'],,,
swedish,,,,modifier,1,,,,,,,,,,,,
sweet,,,,modifier,1,,,,,,,,,,,,
sweet bread,,,,f,2,protein,red meat,,,,,,['protein'],['red meat'],,,
sweet chili sauce,,,,f,3,other,sauce,,sauce,,,,['other'],['sauce'],,['sauce'],
sweet corn,,corn,,f,2,vegetable,,,,,complete,1,['vegetable'],,,,
sweet leaf sweet drop,,,,b,4,,,,,,,,,,,,
sweet n low,,,,f,3,other,,,Artificial sweetener,,,,['other'],,,['Artificial sweetener'],
sweet pepper,,pepper,,f,2,fruit,berry,,added sugar,,complete,1,['fruit'],['berry'],,['added sugar'],
sweet potato,,sweet potato,,f,2,vegetable,root,,,,complete,1,['vegetable'],['root'],,,
sweet potato chip,,,,f,3,vegetable,root,,"high sodium, highly processed",,complete,,['vegetable'],['root'],,"['high sodium', 'highly processed']",
sweet potato fry,,sweet potato fry,,f,3,vegetable,root,,"high sodium, fried",,incomplete,3,['vegetable'],['root'],,"['high sodium', 'fried']",
sweet sour,,sweet and sour sauce,,f,2,other,sauce,,added sugar,sauce,vague,4,['other'],['sauce'],,['added sugar'],['sauce']
sweet sour chicken,,,,f,3,"protein, other","poultry, sauce",chicken,added sugar,,,,"['protein', 'other']","['poultry', 'sauce']",['chicken'],['added sugar'],
sweet tea,,sweet tea,sweet tea,b,2,tea,,,added sugar,,incomplete,3,['tea'],,,['added sugar'],
sweetcorn,,corn,,f,1,vegetable,,,,,complete,1,['vegetable'],,,,
sweetened,,,,modifier,1,,,,,,,,,,,,
sweetener,,,,modifier,1,,,,,,,,,,,,
swerve,,,,stopword,1,,,,,,,,,,,,
swig,,,,modifier,1,,,,,,,,,,,,
